01_07_d_04_01_2024,3.33,7.98,0.1293,89.00,93.78,95.92,23,0.0001,0.9,1,L1+TV,416,960,0.0001
01_07_d_04_01_2024,3.40,8.03,0.1251,89.57,94.11,96.12,24,0.0001,0.9,1,L1+TV,416,960,0.0001
00_53_d_07_01_2024,4.78,9.16,0.1896,81.74,90.98,94.32,0,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,4.32,8.84,0.1676,84.32,91.69,94.72,1,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,4.10,8.67,0.1607,85.37,92.17,95.01,2,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,4.00,8.71,0.1473,86.40,92.51,95.18,3,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.85,8.47,0.1478,87.01,92.84,95.41,4,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.76,8.38,0.1484,87.18,92.81,95.43,5,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.65,8.28,0.1367,87.77,93.34,95.68,6,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.62,8.26,0.1344,88.13,93.39,95.71,7,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.61,8.29,0.1319,88.19,93.49,95.73,8,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.57,8.26,0.1312,88.39,93.54,95.77,9,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.54,8.27,0.1307,88.44,93.59,95.78,10,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.48,8.19,0.1270,88.49,93.44,95.75,11,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.48,8.21,0.1345,88.61,93.65,95.78,12,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.41,8.13,0.1235,88.92,93.86,95.94,13,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.38,8.04,0.1279,88.71,93.68,95.86,14,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
